seed,founder_id,is_extinct,extinction_step,total_individuals_ever_born,final_alive_count,final_lineage_share,founder_exploration_tendency,founder_site_fidelity,founder_risk_tolerance,founder_reproduction_timing,final_mean_exploration_tendency,final_std_exploration_tendency,final_mean_site_fidelity,final_std_site_fidelity,final_mean_risk_tolerance,final_std_risk_tolerance,final_mean_reproduction_timing,final_std_reproduction_timing,final_mean_generation,final_max_generation
1,30,True,534,12,0,0.0,0.3225806451612903,0.2903225806451613,0.4838709677419355,0.9032258064516128,,,,,,,,,,
1,31,True,192,7,0,0.0,0.0967741935483871,0.935483870967742,0.2580645161290322,0.1612903225806451,,,,,,,,,,
1,32,True,402,32,0,0.0,1.0,0.7741935483870968,0.0,0.5161290322580645,,,,,,,,,,
1,33,True,128,1,0,0.0,0.3548387096774194,0.3225806451612903,0.3225806451612903,0.1290322580645161,,,,,,,,,,
1,34,True,2477,284,0,0.0,0.032258064516129,0.5483870967741935,0.4193548387096774,0.0,,,,,,,,,,
1,35,True,443,32,0,0.0,0.7096774193548387,0.5806451612903226,0.5483870967741935,0.3548387096774194,,,,,,,,,,
1,36,True,228,1,0,0.0,0.2903225806451613,0.032258064516129,1.0,1.0,,,,,,,,,,
1,37,True,318,20,0,0.0,0.4516129032258064,0.6451612903225806,0.967741935483871,0.8709677419354839,,,,,,,,,,
1,38,True,118,2,0,0.0,0.032258064516129,0.3548387096774194,0.5483870967741935,0.0967741935483871,,,,,,,,,,
1,39,True,1120,38,0,0.0,0.0967741935483871,0.7741935483870968,0.2580645161290322,0.4193548387096774,,,,,,,,,,
1,40,True,313,33,0,0.0,0.7741935483870968,0.3225806451612903,0.8709677419354839,0.7096774193548387,,,,,,,,,,
1,41,True,279,13,0,0.0,0.935483870967742,0.6129032258064516,0.5483870967741935,1.0,,,,,,,,,,
1,42,True,16,1,0,0.0,1.0,0.4838709677419355,0.8709677419354839,0.5161290322580645,,,,,,,,,,
1,43,True,250,3,0,0.0,0.1612903225806451,0.2580645161290322,0.3548387096774194,0.5483870967741935,,,,,,,,,,
1,44,True,280,4,0,0.0,0.4193548387096774,0.4838709677419355,0.6129032258064516,0.8387096774193549,,,,,,,,,,
1,45,True,2142,101,0,0.0,0.5161290322580645,0.5161290322580645,0.3225806451612903,0.6129032258064516,,,,,,,,,,
1,46,True,111,1,0,0.0,0.1290322580645161,0.1935483870967742,0.7419354838709677,0.8064516129032258,,,,,,,,,,
1,47,True,354,4,0,0.0,0.064516129032258,0.0967741935483871,0.2580645161290322,1.0,,,,,,,,,,
1,48,True,225,10,0,0.0,0.8709677419354839,0.1290322580645161,0.6451612903225806,0.1935483870967742,,,,,,,,,,
1,49,True,1868,44,0,0.0,0.1290322580645161,0.5806451612903226,0.0967741935483871,0.6129032258064516,,,,,,,,,,
1,50,True,3832,1868,0,0.0,0.0967741935483871,0.3225806451612903,0.935483870967742,0.3548387096774194,,,,,,,,,,
1,51,True,1766,358,0,0.0,0.1935483870967742,1.0,0.0967741935483871,0.0,,,,,,,,,,
1,52,True,3707,1194,0,0.0,0.064516129032258,0.0,0.032258064516129,0.4193548387096774,,,,,,,,,,
1,53,True,297,49,0,0.0,0.935483870967742,0.5161290322580645,0.0,0.032258064516129,,,,,,,,,,
1,54,True,161,2,0,0.0,0.1290322580645161,0.4193548387096774,0.4193548387096774,0.6129032258064516,,,,,,,,,,
1,55,True,408,34,0,0.0,0.4193548387096774,0.7096774193548387,0.967741935483871,0.0967741935483871,,,,,,,,,,
1,56,True,437,14,0,0.0,0.064516129032258,0.6774193548387096,0.3548387096774194,0.9032258064516128,,,,,,,,,,
1,57,True,296,4,0,0.0,0.2580645161290322,0.3225806451612903,0.935483870967742,0.8064516129032258,,,,,,,,,,
1,58,True,748,54,0,0.0,0.2580645161290322,0.7096774193548387,0.7741935483870968,0.5161290322580645,,,,,,,,,,
1,59,True,433,9,0,0.0,0.0967741935483871,0.4516129032258064,0.1290322580645161,0.6451612903225806,,,,,,,,,,
1,60,True,456,23,0,0.0,0.032258064516129,0.4193548387096774,0.2258064516129032,0.7096774193548387,,,,,,,,,,
1,61,True,25,1,0,0.0,0.6774193548387096,0.064516129032258,0.5161290322580645,0.1290322580645161,,,,,,,,,,
1,62,True,716,121,0,0.0,0.5806451612903226,0.4193548387096774,0.967741935483871,0.1290322580645161,,,,,,,,,,
1,63,False,,30786,70,0.0817757009345794,0.2580645161290322,0.2580645161290322,0.5806451612903226,0.0967741935483871,0.3299539170506913,0.1585173076946241,0.0193548387096774,0.0512661160743719,0.376036866359447,0.2633607290814059,0.1092165898617511,0.1141527768531844,116.57142857142856,120.0
1,64,True,521,29,0,0.0,0.7419354838709677,0.6451612903225806,0.064516129032258,0.1612903225806451,,,,,,,,,,
1,65,True,1605,427,0,0.0,0.9032258064516128,0.1935483870967742,0.1935483870967742,0.032258064516129,,,,,,,,,,
1,66,True,1019,89,0,0.0,0.7741935483870968,0.032258064516129,0.064516129032258,0.4193548387096774,,,,,,,,,,
1,67,True,549,29,0,0.0,0.3870967741935484,0.6451612903225806,1.0,0.6129032258064516,,,,,,,,,,
1,68,True,767,41,0,0.0,0.4193548387096774,0.6774193548387096,0.7096774193548387,0.6774193548387096,,,,,,,,,,
1,69,True,955,71,0,0.0,0.5483870967741935,0.1612903225806451,0.2580645161290322,0.7419354838709677,,,,,,,,,,
1,70,True,238,1,0,0.0,0.3548387096774194,0.1612903225806451,0.2903225806451613,0.8709677419354839,,,,,,,,,,
1,71,True,5442,3101,0,0.0,0.3870967741935484,0.0,0.7096774193548387,0.2580645161290322,,,,,,,,,,
1,72,True,452,31,0,0.0,0.8387096774193549,0.935483870967742,0.6774193548387096,0.5483870967741935,,,,,,,,,,
1,73,True,1149,328,0,0.0,0.2258064516129032,0.6451612903225806,0.4516129032258064,0.2580645161290322,,,,,,,,,,
1,74,True,1289,257,0,0.0,0.6451612903225806,0.0967741935483871,0.2580645161290322,0.1290322580645161,,,,,,,,,,
1,75,True,669,33,0,0.0,0.3225806451612903,0.1290322580645161,0.5806451612903226,0.6774193548387096,,,,,,,,,,
1,76,True,5727,4473,0,0.0,0.8387096774193549,0.032258064516129,0.3548387096774194,0.1290322580645161,,,,,,,,,,
1,77,True,27,1,0,0.0,0.7741935483870968,0.2258064516129032,0.2903225806451613,0.4838709677419355,,,,,,,,,,
1,78,True,370,74,0,0.0,0.6451612903225806,0.4838709677419355,0.8709677419354839,0.064516129032258,,,,,,,,,,
1,79,True,887,94,0,0.0,0.9032258064516128,0.3225806451612903,0.8709677419354839,0.2903225806451613,,,,,,,,,,
1,80,True,33,1,0,0.0,0.0,1.0,0.5161290322580645,0.9032258064516128,,,,,,,,,,
1,81,True,171,5,0,0.0,0.7096774193548387,0.6451612903225806,0.6774193548387096,0.8387096774193549,,,,,,,,,,
1,82,True,1422,405,0,0.0,0.5161290322580645,0.967741935483871,0.1612903225806451,0.5483870967741935,,,,,,,,,,
1,83,True,344,29,0,0.0,0.8064516129032258,0.5161290322580645,0.6451612903225806,0.4838709677419355,,,,,,,,,,
