founder_id,is_extinct,extinction_step,total_individuals_ever_born,final_alive_count,final_lineage_share,founder_exploration_tendency,founder_site_fidelity,founder_risk_tolerance,founder_reproduction_timing,founder_gene_exchange_probability,founder_gene_exchange_fraction,final_mean_exploration_tendency,final_std_exploration_tendency,final_mean_site_fidelity,final_std_site_fidelity,final_mean_risk_tolerance,final_std_risk_tolerance,final_mean_reproduction_timing,final_std_reproduction_timing,final_mean_gene_exchange_probability,final_std_gene_exchange_probability,final_mean_gene_exchange_fraction,final_std_gene_exchange_fraction,final_mean_generation,final_max_generation
43,True,48,1,0,0.0,0.55,0.75,0.1,0.25,0.0,0.3,,,,,,,,,,,,,,
44,True,48,1,0,0.0,0.1,0.6,0.8,0.9,0.85,0.1,,,,,,,,,,,,,,
45,False,,13064,94,0.15384615384615385,0.3,0.7,0.5,0.85,0.65,0.475,0.2457446808510638,0.06130650865627195,0.600531914893617,0.07972515315300027,0.3026595744680851,0.07233455858561916,0.3957446808510638,0.07020470617828263,0.40053191489361706,0.0658393761325597,0.3039893617021277,0.023150522571580463,78.3936170212766,85
46,True,46,1,0,0.0,0.65,0.9,0.55,0.5,0.4,0.5,,,,,,,,,,,,,,
47,True,23,1,0,0.0,0.3,0.05,0.55,0.7,0.0,0.1,,,,,,,,,,,,,,
48,True,18,1,0,0.0,0.7,0.65,0.45,0.8,0.15,0.35,,,,,,,,,,,,,,
49,True,48,1,0,0.0,0.0,0.05,0.95,1.0,0.85,0.2,,,,,,,,,,,,,,
50,True,26,1,0,0.0,0.65,0.3,0.0,0.6,0.4,0.075,,,,,,,,,,,,,,
51,True,21,1,0,0.0,0.75,0.7,0.35,0.35,1.0,0.1,,,,,,,,,,,,,,
52,True,39,1,0,0.0,0.5,0.6,0.25,0.45,0.05,0.05,,,,,,,,,,,,,,
53,True,25,1,0,0.0,0.4,0.9,0.05,0.7,0.0,0.3,,,,,,,,,,,,,,
54,True,142,5,0,0.0,0.35,0.0,0.85,0.05,1.0,0.125,,,,,,,,,,,,,,
55,True,25,1,0,0.0,0.6,0.05,1.0,0.1,0.2,0.05,,,,,,,,,,,,,,
56,True,33,1,0,0.0,0.55,0.55,0.15,0.95,0.7,0.1,,,,,,,,,,,,,,
57,True,53,1,0,0.0,0.35,0.55,0.95,0.9,0.25,0.475,,,,,,,,,,,,,,
58,True,23,1,0,0.0,0.5,0.5,0.5,0.2,0.4,0.15,,,,,,,,,,,,,,
59,True,13,1,0,0.0,1.0,0.05,0.9,0.5,0.45,0.325,,,,,,,,,,,,,,
60,True,30,1,0,0.0,0.25,0.3,0.4,0.1,1.0,0.175,,,,,,,,,,,,,,
61,True,4590,263,0,0.0,0.35,0.0,0.05,0.7,0.05,0.3,,,,,,,,,,,,,,
62,True,58,1,0,0.0,0.25,0.35,0.45,0.85,0.3,0.1,,,,,,,,,,,,,,
63,True,53,1,0,0.0,0.15,0.0,0.35,0.35,0.05,0.125,,,,,,,,,,,,,,
64,True,24,1,0,0.0,0.65,0.2,0.15,0.15,0.45,0.425,,,,,,,,,,,,,,
65,True,1425,36,0,0.0,0.2,0.05,0.55,0.65,0.55,0.175,,,,,,,,,,,,,,
66,True,84,2,0,0.0,0.95,0.4,0.75,0.4,0.5,0.375,,,,,,,,,,,,,,
67,False,,6616,44,0.07201309328968904,0.3,0.45,0.75,0.05,0.55,0.0,0.2806818181818182,0.0243457787336688,0.42840909090909085,0.05476989807857223,0.655681818181818,0.028635461746259423,0.07499999999999998,0.04942855266120806,0.5318181818181819,0.04406981688560299,0.055681818181818166,0.015868454595191976,95.27272727272727,100
68,True,25,1,0,0.0,0.95,0.85,0.5,0.7,0.75,0.475,,,,,,,,,,,,,,
69,True,22,1,0,0.0,0.55,0.6,0.75,0.05,0.0,0.5,,,,,,,,,,,,,,
70,True,39,1,0,0.0,0.0,0.6,0.1,0.95,0.5,0.5,,,,,,,,,,,,,,
71,True,91,1,0,0.0,0.65,0.25,0.0,0.95,0.85,0.075,,,,,,,,,,,,,,
72,True,132,3,0,0.0,0.7,0.05,0.35,0.85,0.9,0.25,,,,,,,,,,,,,,
73,False,,4409,37,0.060556464811783964,0.9,0.55,0.65,0.2,0.75,0.25,0.3391891891891892,0.03700828091251123,0.5702702702702704,0.027161826003029407,0.45540540540540536,0.0226124331495696,0.15405405405405403,0.03364837729186144,0.5378378378378379,0.02702702702702704,0.2493243243243243,0.028168464304967337,85.86486486486487,90
74,True,421,6,0,0.0,1.0,0.05,0.8,0.95,0.7,0.5,,,,,,,,,,,,,,
75,True,39,1,0,0.0,0.4,0.2,0.4,0.15,0.8,0.4,,,,,,,,,,,,,,
76,True,26,1,0,0.0,0.15,0.25,1.0,0.0,1.0,0.5,,,,,,,,,,,,,,
77,True,38,1,0,0.0,0.05,0.35,0.65,0.95,0.05,0.475,,,,,,,,,,,,,,
78,True,29,1,0,0.0,0.35,1.0,0.0,0.45,0.4,0.425,,,,,,,,,,,,,,
79,True,26,1,0,0.0,0.5,0.8,0.4,0.0,0.75,0.0,,,,,,,,,,,,,,
80,True,154,1,0,0.0,0.8,0.0,0.85,0.6,0.55,0.05,,,,,,,,,,,,,,
81,True,790,67,0,0.0,0.3,0.25,0.8,0.95,0.85,0.175,,,,,,,,,,,,,,
82,False,,28242,231,0.3780687397708674,0.15,0.35,0.85,0.4,0.95,0.15,0.1593073593073593,0.049345902407076654,0.3212121212121213,0.1019519580873174,0.6774891774891774,0.11354087928210985,0.1538961038961039,0.07301466099867279,0.7244588744588745,0.13878425998474173,0.09264069264069263,0.04238502030010833,88.16017316017316,95
83,True,31,1,0,0.0,0.25,0.3,0.85,1.0,0.9,0.3,,,,,,,,,,,,,,
84,True,32,1,0,0.0,1.0,0.3,0.5,1.0,0.8,0.2,,,,,,,,,,,,,,
85,True,106,1,0,0.0,0.2,0.4,0.55,0.35,0.55,0.4,,,,,,,,,,,,,,
86,True,33,1,0,0.0,0.9,0.3,0.65,0.85,0.55,0.075,,,,,,,,,,,,,,
87,True,39,1,0,0.0,0.85,0.8,0.45,0.05,0.25,0.15,,,,,,,,,,,,,,
88,True,26,1,0,0.0,0.45,0.75,0.1,0.05,0.65,0.225,,,,,,,,,,,,,,
89,True,31,1,0,0.0,0.3,0.6,0.3,0.6,0.05,0.025,,,,,,,,,,,,,,
90,False,,8235,54,0.088379705400982,0.35,0.05,0.1,0.45,0.95,0.225,0.23333333333333328,0.08713548411865625,0.10277777777777775,0.06192638002668875,0.2888888888888889,0.08202679477907444,0.21759259259259262,0.11145394639649392,0.4074074074074073,0.03523388442674157,0.16111111111111107,0.06266952318154709,84.27777777777777,97
91,True,41,1,0,0.0,0.1,0.2,0.35,0.4,0.7,0.025,,,,,,,,,,,,,,
92,True,24,1,0,0.0,0.9,0.35,0.15,0.85,0.6,0.2,,,,,,,,,,,,,,
93,False,,9935,59,0.09656301145662848,0.4,0.1,0.2,0.75,0.75,0.1,0.2635593220338983,0.07963396583615938,0.14999999999999997,0.04783446031074605,0.24999999999999997,0.07248611789946811,0.4686440677966102,0.06502822404491823,0.5872881355932204,0.05174351702533472,0.15127118644067797,0.01686419384926474,78.8135593220339,82
94,True,29,1,0,0.0,0.25,0.5,0.4,0.5,0.65,0.2,,,,,,,,,,,,,,
95,True,15,1,0,0.0,0.85,0.55,0.65,1.0,0.2,0.2,,,,,,,,,,,,,,
96,True,21,1,0,0.0,0.25,0.7,1.0,0.95,0.1,0.175,,,,,,,,,,,,,,
97,True,25,1,0,0.0,0.5,0.85,0.3,0.8,0.9,0.35,,,,,,,,,,,,,,
98,True,51,1,0,0.0,0.05,0.85,0.35,0.15,0.8,0.45,,,,,,,,,,,,,,
99,True,31,1,0,0.0,0.55,0.8,0.35,0.55,0.9,0.3,,,,,,,,,,,,,,
