step,population_size,food_count,average_energy,average_age,birth_count,death_count,move_count,move_rate,eat_count,eat_rate,average_exploration_tendency,min_exploration_tendency,max_exploration_tendency,average_site_fidelity,min_site_fidelity,max_site_fidelity,average_risk_tolerance,min_risk_tolerance,max_risk_tolerance,average_reproduction_timing,min_reproduction_timing,max_reproduction_timing
262,1673,1491,12.810639569635361,82.3777644949193,14,28,515,0.3052756372258447,194,0.11499703615886188,0.21221294564525767,0.0,0.9354838709677419,0.5295297225382257,0.0,1.0,0.4826562289107842,0.0,1.0,0.40822937354183136,0.0,1.0
263,1665,1501,12.758918918918896,80.96336336336336,23,31,492,0.2940824865511058,190,0.11356843992827256,0.21177952145694082,0.0,0.9354838709677419,0.530737188801705,0.0,1.0,0.4822629080693597,0.0,1.0,0.408330911556718,0.0,1.0
264,1662,1501,12.812214199759303,80.56016847172081,16,19,499,0.2996996996996997,200,0.12012012012012012,0.20987151119909941,0.0,0.9354838709677419,0.5310352858972867,0.0,1.0,0.48181359419277203,0.0,1.0,0.4079034198982958,0.0,1.0
265,1650,1515,12.88612121212119,79.88424242424243,11,23,484,0.29121540312876054,186,0.11191335740072202,0.20932551319648093,0.0,0.9354838709677419,0.5305767350928642,0.0,1.0,0.479941348973607,0.0,1.0,0.40789833822091887,0.0,1.0
266,1648,1509,12.935679611650464,79.51456310679612,19,21,519,0.3145454545454546,206,0.12484848484848485,0.2093642342624491,0.0,0.9354838709677419,0.5310836204196681,0.0,1.0,0.47854682117131225,0.0,1.0,0.4088044159098027,0.0,1.0
267,1644,1506,12.991666666666646,78.8242092457421,20,24,497,0.3015776699029126,203,0.12317961165048544,0.20883368652382073,0.0,0.9354838709677419,0.5320029824974492,0.0,1.0,0.4802605760929283,0.0,1.0,0.4075425790754258,0.0,1.0
268,1650,1521,12.922787878787858,77.94787878787879,26,20,483,0.2937956204379562,185,0.11253041362530414,0.20871945259042032,0.0,0.9354838709677419,0.5318279569892473,0.0,1.0,0.47935483870967743,0.0,1.0,0.40719452590420335,0.0,1.0
269,1648,1534,12.966262135922308,77.92233009708738,14,16,495,0.3,187,0.11333333333333333,0.2070544942060758,0.0,0.9354838709677419,0.5306138427810837,0.0,1.0,0.47698089570936425,0.0,1.0,0.4073559348575008,0.0,1.0
270,1662,1512,12.964199759326094,77.47593261131168,27,13,528,0.32038834951456313,222,0.13470873786407767,0.2062031753425721,0.0,0.9354838709677419,0.5316175614300687,0.0,1.0,0.47573851946741197,0.0,1.0,0.40722409844338336,0.0,1.0
271,1658,1499,13.063751507840752,76.92581423401688,18,22,497,0.2990373044524669,213,0.12815884476534295,0.20736215416942294,0.0,0.9354838709677419,0.5294953111015993,0.0,1.0,0.474473714930542,0.0,1.0,0.40717537647379276,0.0,1.0
272,1665,1495,13.114714714714696,76.70270270270271,18,11,494,0.29794933655006034,204,0.12303980699638119,0.20681972294875522,0.0,0.9354838709677419,0.5303497045432529,0.0,1.0,0.4752106945655333,0.0,1.0,0.4069940908650586,0.0,1.0
273,1680,1480,13.091904761904743,76.05119047619047,28,13,513,0.3081081081081081,215,0.12912912912912913,0.20587557603686635,0.0,0.9354838709677419,0.5320276497695853,0.0,1.0,0.47286866359447,0.0,1.0,0.40712365591397853,0.0,1.0
274,1687,1500,13.073029045643134,75.73088322465915,21,14,470,0.27976190476190477,180,0.10714285714285714,0.20578618276382968,0.0,0.9354838709677419,0.5331472168575635,0.0,1.0,0.47146107807331206,0.0,1.0,0.4061609652561332,0.0,1.0
275,1685,1509,13.100474777448051,75.23264094955489,16,18,504,0.2987551867219917,191,0.11321873147599289,0.20501579400784914,0.0,0.9354838709677419,0.534143773332057,0.0,1.0,0.47152292524169614,0.0,1.0,0.4055326888101848,0.0,1.0
276,1685,1498,13.192759643916894,74.96854599406528,20,20,473,0.2807121661721068,211,0.12522255192878337,0.20597300660476692,0.0,0.9354838709677419,0.5336077342777831,0.0,1.0,0.47131233847037424,0.0,1.0,0.4047286302287738,0.0,1.0
277,1693,1517,13.16674542232721,74.89486119314826,25,17,511,0.3032640949554896,181,0.10741839762611276,0.20507592934855096,0.0,0.9354838709677419,0.5339062172513004,0.0,1.0,0.47398205133090715,0.0,1.0,0.4039403235333346,0.0,1.0
278,1702,1516,13.124148061104563,74.28143360752057,27,18,486,0.28706438275251034,201,0.11872415829887774,0.2052613623441113,0.0,0.9354838709677419,0.5335468708540237,0.0,1.0,0.4742238732421061,0.0,1.0,0.4030362761078049,0.0,1.0
279,1703,1548,13.043041691133274,74.06165590135056,20,19,537,0.31551116333725027,168,0.09870740305522914,0.20366336446119748,0.0,0.9354838709677419,0.5331009792964977,0.0,1.0,0.47557441327448713,0.0,1.0,0.4019282859470006,0.0,1.0
280,1703,1542,13.108220786846722,74.04991192014093,12,12,534,0.31356429829712273,206,0.12096300645918967,0.20320875873695377,0.0,0.9354838709677419,0.5321728259428333,0.0,1.0,0.4760100770935541,0.0,1.0,0.4011137840243972,0.0,1.0
281,1717,1541,13.049446709376802,73.58823529411765,28,14,491,0.2883147386964181,201,0.11802701115678214,0.20416330058053245,0.0,0.9354838709677419,0.532530482649783,0.0,1.0,0.4763935596595713,0.0,1.0,0.39992860766152516,0.0,1.0
282,1724,1538,13.06357308584685,73.41879350348027,17,10,533,0.31042516016307514,203,0.11822947000582411,0.20434473467554826,0.0,0.9354838709677419,0.533942070204326,0.0,1.0,0.4776401466956066,0.0,1.0,0.3985105905246613,0.0,1.0
283,1733,1529,13.060357761107888,73.03173687247548,21,12,523,0.3033642691415313,209,0.12122969837587007,0.20434450793887163,0.0,0.9354838709677419,0.5330677735792864,0.0,1.0,0.47730022522941756,0.0,1.0,0.397688141019675,0.0,1.0
284,1737,1538,13.062291306850874,73.00402993667242,18,14,514,0.29659549913444894,191,0.1102135025966532,0.20361394320946385,0.0,0.9354838709677419,0.5344030308095159,0.0,1.0,0.47757535238731963,0.0,1.0,0.39777517781863425,0.0,1.0
285,1739,1536,13.156871765382386,73.2788959171938,15,13,514,0.29591249280368453,202,0.11629245826137018,0.203862063848337,0.0,0.9354838709677419,0.5351982043814577,0.0,1.0,0.47860283069617315,0.0,1.0,0.3977999962900443,0.0,1.0
286,1746,1559,13.164432989690704,73.71649484536083,13,6,509,0.29269695227142034,177,0.10178263369752731,0.20306322285038614,0.0,0.9354838709677419,0.5348815726268337,0.0,1.0,0.4798433285297269,0.0,1.0,0.3967039869933119,0.0,1.0
287,1747,1589,13.15392100744131,73.75558099599313,15,14,489,0.2800687285223368,170,0.09736540664375716,0.20305777646472295,0.0,0.9354838709677419,0.5347969791532027,0.0,1.0,0.4794578724818583,0.0,1.0,0.3961076130509445,0.0,1.0
288,1747,1603,13.203262736119044,73.6971951917573,15,15,517,0.2959358900973097,186,0.10646823125357756,0.2029469874623779,0.0,0.9354838709677419,0.535683291171963,0.0,1.0,0.4809904536809646,0.0,1.0,0.3954798087043226,0.0,1.0
289,1751,1589,13.315476870359776,73.96116504854369,14,10,527,0.3016599885518031,214,0.12249570692615913,0.2024096829461506,0.0,0.9354838709677419,0.5367624030507913,0.0,1.0,0.48195501188261086,0.0,1.0,0.3958106888229767,0.0,1.0
290,1759,1567,13.356281978396797,73.79363274587834,24,16,552,0.31524842946887494,222,0.1267846944603084,0.20070054466430706,0.0,0.9354838709677419,0.5385941425663409,0.0,1.0,0.4811384767738268,0.0,1.0,0.39654128995580334,0.0,1.0
291,1779,1556,13.344182124789189,73.88813940415965,24,4,516,0.29334849346219444,211,0.11995451961341672,0.19974976880813797,0.0,0.9354838709677419,0.5369634988848393,0.0,1.0,0.48035322489981686,0.0,1.0,0.39677963335690586,0.0,1.0
292,1781,1539,13.437338573834905,73.93093767546323,14,12,534,0.30016863406408095,217,0.12197863968521641,0.20015938852764847,0.0,0.9354838709677419,0.5359620365506873,0.0,1.0,0.4802122765390955,0.0,1.0,0.39637028852945966,0.0,1.0
293,1792,1540,13.356082589285695,73.69921875,28,17,539,0.3026389668725435,199,0.11173498034811903,0.1980126728110599,0.0,0.9354838709677419,0.5354982718894009,0.0,1.0,0.48138680875576034,0.0,1.0,0.3935051843317972,0.0,1.0
294,1802,1530,13.396337402885663,73.96115427302996,18,8,533,0.2974330357142857,210,0.1171875,0.19755826859045506,0.0,0.9354838709677419,0.536035229673123,0.0,1.0,0.4804518277183058,0.0,1.0,0.3928251763273782,0.0,1.0
295,1815,1516,13.412341597796123,73.70027548209366,26,13,515,0.28579356270810213,214,0.11875693673695893,0.1970141295654492,0.0,0.9354838709677419,0.5350395450102196,0.0,1.0,0.479107793477295,0.0,1.0,0.39319292633075625,0.0,1.0
296,1815,1515,13.504187327823672,74.24187327823691,10,10,568,0.31294765840220384,201,0.11074380165289256,0.19680085310583845,0.0,0.9354838709677419,0.5352528214698303,0.0,1.0,0.4788589709410824,0.0,1.0,0.3919488136496934,0.0,1.0
297,1819,1508,13.512809235843852,74.07476635514018,21,17,562,0.3096418732782369,207,0.1140495867768595,0.19594247104931814,0.0,0.9354838709677419,0.5354767773856604,0.0,1.0,0.47759314759970917,0.0,1.0,0.39255883239638933,0.0,1.0
298,1832,1479,13.543286026200855,73.9339519650655,26,13,534,0.29356789444749865,229,0.12589334799340296,0.1953972390477532,0.0,0.9354838709677419,0.5354099168897027,0.0,1.0,0.47788420904352724,0.0,1.0,0.38919213973799127,0.0,1.0
299,1849,1454,13.495024337479698,73.4380746349378,29,12,535,0.2920305676855895,225,0.12281659388646288,0.19529300929883636,0.0,0.9354838709677419,0.5350407369284181,0.0,1.0,0.4763865384950889,0.0,1.0,0.3891205359479405,0.0,1.0
300,1859,1433,13.45933297471757,72.95911780527165,25,15,561,0.3034072471606274,221,0.11952406706327745,0.19481511044786481,0.0,0.9354838709677419,0.5376806816012771,0.0,1.0,0.47618386576202953,0.0,1.0,0.38867584028874347,0.0,1.0
301,1862,1416,13.54108485499461,73.1015037593985,16,13,526,0.28294782140935987,217,0.11672942442173212,0.19560999272374485,0.0,0.9354838709677419,0.537455389626139,0.0,1.0,0.47676795675825506,0.0,1.0,0.38903710890128546,0.0,1.0
302,1870,1425,13.551818181818163,73.28395721925133,16,8,490,0.2631578947368421,191,0.10257787325456498,0.19535966879420388,0.0,0.9354838709677419,0.5360013800241504,0.0,1.0,0.47702259789546314,0.0,1.0,0.3878902880800414,0.0,1.0
303,1874,1438,13.55597652081108,73.517075773746,16,12,543,0.2903743315508021,187,0.1,0.19416807243433057,0.0,0.9354838709677419,0.5347368058663545,0.0,1.0,0.4783282266671257,0.0,1.0,0.3876820325679072,0.0,1.0
304,1880,1421,13.600531914893597,73.5,21,15,524,0.27961579509071505,217,0.11579509071504802,0.1931365820178449,0.0,0.9354838709677419,0.5353122855181881,0.0,1.0,0.4776424159231297,0.0,1.0,0.38716540837336993,0.0,1.0
305,1892,1389,13.61923890063423,73.41649048625793,23,11,560,0.2978723404255319,232,0.12340425531914893,0.19387233171929347,0.0,0.9354838709677419,0.5360260519675373,0.0,1.0,0.47747732387642366,0.0,1.0,0.3864147855145605,0.0,1.0
306,1914,1371,13.51107628004178,73.0135841170324,32,10,565,0.2986257928118393,218,0.11522198731501057,0.19294165234098495,0.0,0.9354838709677419,0.5374995786564196,0.0,1.0,0.47697778676644087,0.0,1.0,0.38686082178851927,0.0,1.0
307,1931,1356,13.440497151734833,72.54997410668048,30,13,561,0.29310344827586204,215,0.11233019853709508,0.19318086901321394,0.0,0.9354838709677419,0.5375286079417317,0.0,1.0,0.4767711865822489,0.0,1.0,0.38564340722674195,0.0,1.0
308,1946,1340,13.415262076053423,72.60483042137719,24,9,552,0.2858622475401347,216,0.11185914034179181,0.19160892484169348,0.0,0.9354838709677419,0.5369160892484169,0.0,1.0,0.4775718595630408,0.0,1.0,0.38444451811822433,0.0,1.0
309,1959,1346,13.336804492087781,72.35426237876467,29,16,538,0.27646454265159304,194,0.09969167523124357,0.19055146635050801,0.0,0.9354838709677419,0.537486209224588,0.0,1.0,0.4774325281167152,0.0,1.0,0.38589471257554053,0.0,1.0
310,1964,1334,13.371792260692445,72.5040733197556,17,12,545,0.2782031648800408,212,0.1082184788157223,0.19044412325077195,0.0,0.9354838709677419,0.5381873727087576,0.0,1.0,0.4780237829314763,0.0,1.0,0.3862919650482885,0.0,1.0
311,1980,1344,13.271262626262606,72.26717171717172,24,8,523,0.26629327902240324,190,0.09674134419551934,0.18981753014011077,0.0,0.9354838709677419,0.5380417073965461,0.0,1.0,0.4770446399478657,0.0,1.0,0.38519061583577713,0.0,1.0
312,1984,1347,13.2923387096774,72.34879032258064,17,13,529,0.26717171717171717,197,0.0994949494949495,0.18915842872008326,0.0,0.9354838709677419,0.5378511966701353,0.0,1.0,0.47704214360041625,0.0,1.0,0.385682232049948,0.0,1.0
313,1988,1335,13.362776659959739,72.78571428571429,14,10,546,0.2752016129032258,212,0.10685483870967742,0.1885019796196534,0.0,0.9354838709677419,0.5363633413383527,0.0,1.0,0.4783864477185695,0.0,1.0,0.3850522489777374,0.0,1.0
314,2004,1342,13.307035928143693,72.92764471057885,23,7,532,0.2676056338028169,193,0.09708249496981891,0.18838130191230443,0.0,0.9354838709677419,0.5376183117635697,0.0,1.0,0.4777863627583543,0.0,1.0,0.3847627325993175,0.0,1.0
315,2014,1324,13.301936444885781,72.86941410129096,21,11,589,0.2939121756487026,218,0.10878243512974052,0.18888746516321236,0.0,0.9354838709677419,0.5370150879328571,0.0,1.0,0.475478104878752,0.0,1.0,0.38517474453022393,0.0,1.0
316,2024,1319,13.295454545454525,73.02371541501977,23,13,547,0.27159880834160877,205,0.10178748758689175,0.18774703557312253,0.0,0.9354838709677419,0.5360353181180672,0.0,1.0,0.47536019380339156,0.0,1.0,0.38618832079561394,0.0,1.0
317,2047,1299,13.217586712261825,72.93404982901808,30,7,554,0.2737154150197628,220,0.10869565217391304,0.1874340104322612,0.0,0.9354838709677419,0.535874686795783,0.0,1.0,0.4760388924783712,0.0,1.0,0.38484327970121496,0.0,1.0
318,2055,1289,13.236788321167863,73.03844282238443,19,11,536,0.2618466047874939,210,0.10258915486077186,0.18723805038850952,0.0,0.9354838709677419,0.5356251471627032,0.0,1.0,0.4765246056039557,0.0,1.0,0.3854485519190017,0.0,1.0
319,2070,1290,13.175072463768096,73.056038647343,26,11,531,0.2583941605839416,199,0.09683698296836983,0.18680068567866603,0.0,0.9354838709677419,0.5358267103007637,0.0,1.0,0.47720118435405956,0.0,1.0,0.3845878136200717,0.0,1.0
320,2071,1287,13.232496378561061,73.42588121680348,13,12,557,0.26908212560386474,203,0.09806763285024155,0.18633666142271926,0.0,0.9354838709677419,0.5349760907150979,0.0,1.0,0.47728228532265854,0.0,1.0,0.3842775034656781,0.0,1.0
321,2082,1275,13.221661863592677,73.64313160422671,22,11,548,0.26460647030420087,212,0.10236600676001932,0.18697902141241363,0.0,0.9354838709677419,0.5351708964705153,0.0,1.0,0.47593814880233026,0.0,1.0,0.3852065321805956,0.0,1.0
322,2090,1241,13.301674641148304,73.93062200956938,25,17,547,0.2627281460134486,234,0.11239193083573487,0.18535267788238924,0.0,0.9354838709677419,0.5355456088902608,0.0,1.0,0.47596851365951537,0.0,1.0,0.3848896434634974,0.0,1.0
323,2109,1222,13.264627785680396,73.93504030346135,29,10,557,0.2665071770334928,219,0.10478468899521531,0.18456996895027455,0.0,0.9354838709677419,0.5356460025390416,0.0,1.0,0.4780128175713914,0.0,1.0,0.38677557013720004,0.0,1.0
324,2113,1187,13.300851869380008,73.90108849976338,21,17,585,0.2773826458036984,235,0.11142721669037459,0.1842205700502267,0.0,0.9354838709677419,0.5353953254049433,0.0,1.0,0.4777033112987191,0.0,1.0,0.3862265850419065,0.0,1.0
325,2114,1182,13.35704824976346,74.40018921475875,17,16,547,0.2588736393752958,205,0.09701845716990061,0.1835535752433851,0.0,0.9354838709677419,0.5348521378215888,0.0,1.0,0.47766045106357,0.0,1.0,0.38630329294717247,0.0,1.0
326,2119,1159,13.371873525247738,74.29919773478056,22,17,560,0.26490066225165565,223,0.1054872280037843,0.18360760553517333,0.0,0.9354838709677419,0.5343360379972294,0.0,1.0,0.4767008174884684,0.0,1.0,0.38472194735800513,0.0,1.0
327,2125,1159,13.343670588235273,74.24329411764705,24,18,531,0.25058990089664934,200,0.09438414346389806,0.18359013282732448,0.0,0.9354838709677419,0.5338292220113853,0.0,1.0,0.4771005692599621,0.0,1.0,0.38559392789373814,0.0,1.0
328,2130,1159,13.319765258215941,74.34225352112676,18,13,546,0.25694117647058823,200,0.09411764705882353,0.1832046039678934,0.0,0.9354838709677419,0.5322277752536726,0.0,1.0,0.4772830531576556,0.0,1.0,0.3848402241405422,0.0,1.0
329,2136,1152,13.34082397003743,74.62546816479401,18,12,552,0.2591549295774648,207,0.09718309859154929,0.18297692400628246,0.0,0.9354838709677419,0.5329527606620756,0.0,1.0,0.476954210462728,0.0,1.0,0.3848314606741573,0.0,1.0
330,2139,1172,13.295605423094884,74.74380551659654,16,13,528,0.24719101123595505,180,0.08426966292134831,0.18237343347056958,0.0,0.9354838709677419,0.532069553152664,0.0,1.0,0.47711472047535025,0.0,1.0,0.38507593237720367,0.0,1.0
331,2139,1181,13.30051425899951,75.12014960261804,16,16,543,0.2538569424964937,191,0.08929406264609631,0.18161938801670965,0.0,0.9354838709677419,0.5324918186068256,0.0,1.0,0.47833627411060337,0.0,1.0,0.3841409160144173,0.0,1.0
332,2147,1204,13.21709361900324,75.10898928737774,22,14,544,0.25432445067788684,177,0.08274894810659186,0.1813633426987394,0.0,0.9354838709677419,0.532340700452244,0.0,1.0,0.47922833060384334,0.0,1.0,0.384903165707589,0.0,1.0
333,2144,1208,13.246128731343262,75.3652052238806,16,19,561,0.2612948299953423,196,0.09129017233348859,0.18054886856042368,0.0,0.9354838709677419,0.5315659605199807,0.0,1.0,0.48102732306210877,0.0,1.0,0.3848098218584497,0.0,1.0
334,2146,1211,13.238583410997181,75.6430568499534,16,14,552,0.2574626865671642,197,0.09188432835820895,0.17953882692481135,0.0,0.9354838709677419,0.5324835402699697,0.0,1.0,0.4824279229173556,0.0,1.0,0.3844962871659201,0.0,1.0
335,2154,1215,13.201207056638788,75.67130919220055,28,20,550,0.25629077353215285,196,0.09133271202236719,0.1787671848324198,0.0,0.9354838709677419,0.531464342408722,0.0,1.0,0.48168448797436125,0.0,1.0,0.3860784137538563,0.0,1.0
336,2162,1205,13.206706753006452,76.00878815911193,23,15,573,0.266016713091922,210,0.09749303621169916,0.1782250604279192,0.0,0.9354838709677419,0.5317358479305302,0.0,1.0,0.48199098803377993,0.0,1.0,0.3859478977052311,0.0,1.0
337,2164,1207,13.206423290203304,76.37846580406655,17,15,582,0.26919518963922295,198,0.09158186864014801,0.17744916820702403,0.0,0.9354838709677419,0.5315723570448989,0.0,1.0,0.48264861964104705,0.0,1.0,0.3857551726194025,0.0,1.0
338,2181,1201,13.136084364970175,76.30536451169189,27,10,526,0.24306839186691312,206,0.09519408502772643,0.17736758811436007,0.0,0.9354838709677419,0.530801200988005,0.0,1.0,0.4815044889145258,0.0,1.0,0.38651994497936726,0.0,1.0
339,2185,1194,13.1361556064073,76.18993135011442,22,18,520,0.2384227418615314,207,0.09491059147180192,0.17714623163800103,0.0,0.9354838709677419,0.5319111242341478,0.0,1.0,0.4816269284712482,0.0,1.0,0.38612238872074994,0.0,0.967741935483871
340,2188,1210,13.079296160877492,76.26371115173674,17,14,546,0.24988558352402745,184,0.08421052631578947,0.17715397770832106,0.0,0.9354838709677419,0.5307395176033497,0.0,1.0,0.4824556230465294,0.0,1.0,0.38605000884590435,0.0,0.967741935483871
341,2192,1212,13.07979014598538,76.55611313868613,18,14,553,0.25274223034734916,198,0.09049360146252285,0.17630091829526723,0.0,0.9354838709677419,0.5308011537555922,0.0,1.0,0.4822080291970803,0.0,1.0,0.386110784082882,0.0,0.967741935483871
342,2203,1196,13.058919655015865,76.49659555152066,25,14,540,0.24635036496350365,216,0.09854014598540146,0.1756988271125884,0.0,0.9354838709677419,0.5306546791032756,0.0,1.0,0.4829631148141098,0.0,1.0,0.38517856881378765,0.0,0.967741935483871
343,2204,1189,13.106488203266764,76.88430127041742,17,16,528,0.23967317294598275,207,0.09396277802995914,0.17548738364264385,0.0,0.9354838709677419,0.5296528306305252,0.0,1.0,0.48226099174521403,0.0,1.0,0.3842134535448744,0.0,0.967741935483871
344,2199,1201,13.075397908140042,76.6994088221919,20,25,547,0.24818511796733211,188,0.0852994555353902,0.17513825932608665,0.0,0.9354838709677419,0.5307251096539483,0.0,1.0,0.48247737241268024,0.0,1.0,0.3838988396485206,0.0,0.967741935483871
345,2203,1201,13.015524285065796,76.53109396277803,26,22,560,0.2546612096407458,200,0.09095043201455207,0.17464454629317794,0.0,0.9354838709677419,0.5328071691095719,0.0,1.0,0.48221633256702734,0.0,1.0,0.38367036153046435,0.0,0.967741935483871
346,2213,1202,12.99448712155443,76.7293267058292,22,12,532,0.24148887880163414,199,0.09033136631865638,0.17451131874699358,0.0,0.9354838709677419,0.5323090826931767,0.0,1.0,0.4826173782487646,0.0,1.0,0.383933647216594,0.0,0.967741935483871
347,2211,1220,12.949525101763886,76.65128900949796,18,20,539,0.24356077722548578,182,0.08224130140081337,0.17434820034723741,0.0,0.9354838709677419,0.5318130753855357,0.0,1.0,0.48306852832611136,0.0,1.0,0.38241344596664767,0.0,0.967741935483871
348,2215,1207,12.95670428893903,76.76252821670428,24,20,571,0.25825418362731795,213,0.09633649932157395,0.17380033495958638,0.0,0.9354838709677419,0.5318721328187577,0.0,1.0,0.4826330736182917,0.0,1.0,0.3824073399839802,0.0,0.967741935483871
349,2226,1202,12.931850853548944,76.98427672955975,22,11,554,0.2501128668171558,205,0.09255079006772009,0.1733472451670869,0.0,0.9354838709677419,0.53130162594557,0.0,1.0,0.48245080137959023,0.0,1.0,0.38187983653595337,0.0,0.967741935483871
350,2222,1208,12.969441944194395,77.55580558055806,13,17,579,0.2601078167115903,194,0.08715184186882301,0.17357219592927034,0.0,0.9354838709677419,0.5302691559478528,0.0,1.0,0.4822449986934177,0.0,1.0,0.38188496268981736,0.0,0.967741935483871
351,2232,1197,12.92961469534048,77.57661290322581,22,12,570,0.2565256525652565,211,0.09495949594959496,0.17415308128107296,0.0,0.9354838709677419,0.5307116429645046,0.0,1.0,0.4816597294484911,0.0,1.0,0.38133021158515434,0.0,0.967741935483871
352,2235,1170,12.977628635346733,77.65548098434004,20,17,546,0.2446236559139785,227,0.10170250896057348,0.17377498737100383,0.0,0.9354838709677419,0.5320343508695966,0.0,1.0,0.4827018835245724,0.0,1.0,0.38130908566067695,0.0,0.967741935483871
353,2238,1166,12.984718498659495,77.98123324396782,16,13,549,0.24563758389261744,204,0.0912751677852349,0.17329701057972266,0.0,0.9354838709677419,0.5324166162183978,0.0,1.0,0.4818818645680187,0.0,1.0,0.3822393265876791,0.0,0.967741935483871
354,2238,1166,13.007819481680048,78.17917783735479,18,18,527,0.2354781054512958,200,0.08936550491510277,0.17218714866384158,0.0,0.9354838709677419,0.5324454438006284,0.0,1.0,0.4819251059413647,0.0,1.0,0.3833059471302142,0.0,0.967741935483871
355,2239,1186,12.928405538186668,77.9870477891916,19,18,541,0.241733690795353,180,0.08042895442359249,0.1716492097566598,0.0,0.9354838709677419,0.5321932314253195,0.0,1.0,0.4799089455257964,0.0,1.0,0.38244319900877405,0.0,0.967741935483871
356,2251,1178,12.912972012438892,78.1248334073745,24,12,541,0.24162572577043323,208,0.09289861545332738,0.17093478167409465,0.0,0.9354838709677419,0.5323512130809246,0.0,1.0,0.4788552757914046,0.0,1.0,0.38274028747080147,0.0,0.967741935483871
357,2247,1167,12.967912772585647,78.29595015576324,16,20,529,0.23500666370502,211,0.09373611728120836,0.17011929885007968,0.0,0.9354838709677419,0.5318058486584263,0.0,1.0,0.48015274846749073,0.0,1.0,0.38271817620626786,0.0,0.967741935483871
358,2253,1166,12.941189525077652,78.39991122947181,24,18,550,0.24477080551846908,201,0.08945260347129506,0.17053963890439988,0.0,0.9354838709677419,0.5315636499004911,0.0,1.0,0.4803631000959294,0.0,1.0,0.3821571238348868,0.0,0.967741935483871
359,2262,1169,12.877011494252852,78.28558797524315,28,19,531,0.23568575233022637,197,0.08743897026187306,0.17017483813924303,0.0,0.9354838709677419,0.5330709335158723,0.0,1.0,0.4808048829183423,0.0,1.0,0.381078691423519,0.0,0.967741935483871
360,2261,1171,12.859177355152564,78.29013710747456,19,20,558,0.246684350132626,198,0.08753315649867374,0.16969368392518297,0.0,0.9354838709677419,0.5339487238019146,0.0,1.0,0.47976202365496284,0.0,1.0,0.38224593742420565,0.0,0.967741935483871
361,2269,1166,12.795328338475077,77.90392243278977,26,18,554,0.24502432551968156,205,0.09066784608580274,0.1695503205902842,0.0,0.9354838709677419,0.5356061359985215,0.0,1.0,0.48051578782752097,0.0,1.0,0.38240520905898573,0.0,0.967741935483871
362,2275,1169,12.776923076923055,78.18241758241759,19,13,551,0.24283825473776993,197,0.0868223887174967,0.16942928039702232,0.0,0.9354838709677419,0.5355973059198865,0.0,1.0,0.48045373980857853,0.0,1.0,0.3831832683445587,0.0,0.967741935483871
363,2278,1150,12.79670763827917,78.24890254609306,20,17,586,0.25758241758241757,219,0.09626373626373626,0.16910702653714352,0.0,0.9354838709677419,0.5382763601348098,0.0,1.0,0.48212920218641137,0.0,1.0,0.38358492169135344,0.0,0.967741935483871
364,2283,1151,12.80591327201049,78.67323696890057,22,17,562,0.2467076382791923,199,0.08735733099209833,0.1688214432057423,0.0,0.9354838709677419,0.5373518149576816,0.0,1.0,0.48176564509064196,0.0,1.0,0.3838752066466025,0.0,0.967741935483871
365,2284,1150,12.832530647985966,78.91199649737302,18,17,527,0.23083661848445028,201,0.08804204993429698,0.16845093497542513,0.0,0.9354838709677419,0.537173041071126,0.0,1.0,0.48002937687136327,0.0,1.0,0.383212812835433,0.0,0.967741935483871
366,2283,1150,12.85190538764781,79.16381953569864,16,17,515,0.22548161120840632,200,0.08756567425569177,0.16838342305681547,0.0,0.9354838709677419,0.5375496305088099,0.0,1.0,0.47867124468370703,0.0,1.0,0.38198182922866064,0.0,0.967741935483871
367,2282,1151,12.854864154250635,79.23400525854514,15,16,539,0.2360928602715725,199,0.08716600963644328,0.1677928246303469,0.0,0.9354838709677419,0.5377003760142489,0.0,1.0,0.4772836504481072,0.0,1.0,0.38183822905770265,0.0,0.967741935483871
368,2279,1148,12.904870557261933,79.5032909170689,19,22,532,0.2331288343558282,203,0.08895705521472393,0.1664425540347351,0.0,0.9354838709677419,0.5357329898512364,0.0,1.0,0.4760010757406333,0.0,1.0,0.3820294696315588,0.0,0.967741935483871
369,2274,1146,12.963852242744041,79.7590149516271,18,23,540,0.2369460289600702,202,0.088635366388767,0.16556018951967544,0.0,0.9354838709677419,0.535563310352654,0.0,1.0,0.4772746616733339,0.0,1.0,0.3805713961471898,0.0,0.967741935483871
370,2281,1157,12.912845243314312,79.88952213941253,19,12,540,0.23746701846965698,189,0.08311345646437995,0.16561779638245816,0.0,0.9354838709677419,0.5345137248801459,0.0,1.0,0.47834141788406326,0.0,1.0,0.3797570392159636,0.0,0.967741935483871
371,2284,1173,12.849255691768803,79.94439579684763,21,18,561,0.24594476106970628,184,0.08066637439719421,0.16678436246539743,0.0,0.9354838709677419,0.5338257725552229,0.0,1.0,0.4772046777018248,0.0,1.0,0.37969606236935766,0.0,0.967741935483871
372,2292,1177,12.792190226876068,79.97513089005236,21,13,538,0.23555166374781086,196,0.08581436077057793,0.16590665991105105,0.0,0.9354838709677419,0.533088442267635,0.0,1.0,0.47759387490851773,0.0,1.0,0.3791026290604064,0.0,0.967741935483871
