step,population_size,food_count,average_energy,average_age,birth_count,death_count,age_death_count,energy_death_count,move_count,move_rate,non_move_count,eat_count,eat_rate,eat_per_move,eat_after_move_count,eat_without_move_count,eat_after_move_rate,eat_without_move_rate,total_eat_rate,shared_food_cell_count,shared_food_consumer_count,mean_consumers_per_shared_food,birth_rate,death_rate,age_death_rate,energy_death_rate,average_exploration_tendency,std_exploration_tendency,min_exploration_tendency,max_exploration_tendency,average_site_fidelity,std_site_fidelity,min_site_fidelity,max_site_fidelity,average_risk_tolerance,std_risk_tolerance,min_risk_tolerance,max_risk_tolerance,average_reproduction_timing,std_reproduction_timing,min_reproduction_timing,max_reproduction_timing
266,917,1798,14.155030723198141,84.43947655398037,7,7,7,0,738,0.8047982551799345,179,812,0.8854961832061069,0.9214092140921409,680,132,0.9214092140921409,0.7374301675977654,0.8854961832061069,167,786,4.706586826347305,0.007633587786259542,0.007633587786259542,0.007633587786259542,0.0,0.5388890843212439,0.26962636972433235,0.0,1.0,0.4359235937664896,0.3260882914749036,0.0,1.0,0.5629507158687164,0.21326687383701803,0.0,1.0,0.33334505927463326,0.27351530625976594,0.0,1.0
267,913,1802,14.243317300494803,84.03395399780942,7,11,7,4,713,0.777535441657579,204,791,0.8625954198473282,0.9018232819074333,643,148,0.9018232819074333,0.7254901960784313,0.8625954198473282,162,757,4.672839506172839,0.007633587786259542,0.011995637949836423,0.007633587786259542,0.004362050163576881,0.5375048581422465,0.2693748394132703,0.0,1.0,0.43518354944705506,0.3263640108613993,0.0,1.0,0.5622725506130093,0.21295555753551282,0.0,1.0,0.33321556018796594,0.27357665620719746,0.0,1.0
268,914,1802,14.326338723066911,83.69256017505471,9,8,5,3,689,0.7546549835706462,224,796,0.8718510405257394,0.9158200290275762,631,165,0.9158200290275762,0.7366071428571429,0.8718510405257394,159,755,4.748427672955975,0.009857612267250822,0.008762322015334063,0.00547645125958379,0.0032858707557502738,0.5371638314392603,0.2697201956698357,0.0,1.0,0.4367897225947625,0.32655663990076045,0.0,1.0,0.5617985459165666,0.21377354707126947,0.0,1.0,0.334368603091692,0.27308569093345053,0.0,1.0
269,916,1803,14.282414279695185,82.7707423580786,10,8,7,1,687,0.7516411378555798,227,830,0.9080962800875274,0.9374090247452693,644,186,0.9374090247452693,0.8193832599118943,0.9080962800875274,171,802,4.690058479532164,0.010940919037199124,0.0087527352297593,0.007658643326039387,0.0010940919037199124,0.5365192280602902,0.2692519251939296,0.0,1.0,0.4373503310325398,0.3265635461813566,0.0,1.0,0.5624735878292717,0.21443540119007543,0.0,1.0,0.3312438371601634,0.2715560830885085,0.0,1.0
270,911,1809,14.220393500006596,81.05927552140506,9,14,12,2,696,0.759825327510917,220,839,0.915938864628821,0.9540229885057471,664,175,0.9540229885057471,0.7954545454545454,0.915938864628821,171,816,4.771929824561403,0.009825327510917031,0.015283842794759825,0.013100436681222707,0.002183406113537118,0.5392160334265784,0.26956290697060653,0.0,1.0,0.43504125208030875,0.325863362146563,0.0,1.0,0.5634715484579157,0.21446845995436198,0.0,1.0,0.3286710810523707,0.2698046691501232,0.0,1.0
271,909,1821,14.245412889781488,80.40704070407041,7,9,7,2,708,0.7771679473106476,203,800,0.8781558726673985,0.9138418079096046,647,153,0.9138418079096046,0.7536945812807881,0.8781558726673985,158,770,4.8734177215189876,0.007683863885839737,0.009879253567508232,0.007683863885839737,0.0021953896816684962,0.5399765783029916,0.26913259029136183,0.0,1.0,0.43603392597324253,0.32555670663584546,0.0,1.0,0.562794989176337,0.21586311627329033,0.0,1.0,0.3281166826360055,0.2689879745510881,0.0,1.0
272,911,1830,14.141818635839831,79.38858397365533,10,8,8,0,711,0.7821782178217822,198,812,0.8932893289328933,0.9451476793248945,672,140,0.9451476793248945,0.7070707070707071,0.8932893289328933,160,781,4.88125,0.011001100110011002,0.0088008800880088,0.0088008800880088,0.0,0.5387911192946425,0.268371727655576,0.0,1.0,0.4345809284373783,0.3254064049773596,0.0,1.0,0.5617010729081832,0.21634038789226862,0.0,1.0,0.327821252788499,0.26899999800682195,0.0,1.0
273,907,1832,14.323446974594587,79.57772877618523,2,6,4,2,714,0.7837541163556532,197,806,0.884742041712404,0.9313725490196079,665,141,0.9313725490196079,0.7157360406091371,0.884742041712404,169,777,4.597633136094674,0.0021953896816684962,0.006586169045005488,0.0043907793633369925,0.0021953896816684962,0.5380730518903155,0.2677891666793377,0.0,1.0,0.43471920901945443,0.3254068328314626,0.0,1.0,0.5616175267631682,0.2165273105054204,0.0,1.0,0.3278443646192695,0.2694603278892802,0.0,1.0
274,915,1831,14.281477180156589,78.824043715847,14,6,4,2,702,0.7739801543550165,205,821,0.9051819184123484,0.9487179487179487,666,155,0.9487179487179487,0.7560975609756098,0.9051819184123484,165,785,4.757575757575758,0.015435501653803748,0.006615214994487321,0.004410143329658214,0.002205071664829107,0.5392561255067866,0.2680928455327911,0.0,1.0,0.4360655737704918,0.3242657422846333,0.0,1.0,0.5595628415300546,0.21664625241021118,0.0,1.0,0.3292790410717434,0.268742904834636,0.0,1.0
275,920,1835,14.264969891838392,78.09347826086956,10,5,5,0,697,0.7617486338797814,218,830,0.907103825136612,0.9325681492109039,650,180,0.9325681492109039,0.8256880733944955,0.907103825136612,166,800,4.819277108433735,0.01092896174863388,0.00546448087431694,0.00546448087431694,0.0,0.5390603085553998,0.26858190303459106,0.0,1.0,0.43523842917251054,0.32433594442261954,0.0,1.0,0.5605189340813463,0.21624694276135945,0.0,1.0,0.3300490883590463,0.2688230884877475,0.0,1.0
276,917,1838,14.279700321215827,76.99563794983642,7,10,9,1,706,0.7673913043478261,214,831,0.9032608695652173,0.9560906515580736,675,156,0.9560906515580736,0.7289719626168224,0.9032608695652173,163,797,4.889570552147239,0.007608695652173913,0.010869565217391304,0.009782608695652175,0.0010869565217391304,0.5381855278432476,0.26863506007913224,0.0,1.0,0.43370739086080135,0.32398902619705255,0.0,1.0,0.5600661343089317,0.2164272325267339,0.0,1.0,0.32866640869595803,0.2679966036378372,0.0,1.0
277,920,1842,14.251967093603568,76.78695652173913,10,7,4,3,735,0.8015267175572519,182,814,0.8876772082878953,0.9346938775510204,687,127,0.9346938775510204,0.6978021978021978,0.8876772082878953,164,782,4.7682926829268295,0.010905125408942203,0.007633587786259542,0.004362050163576881,0.003271537622682661,0.5374824684431978,0.2686340695271272,0.0,1.0,0.4334502103786816,0.32422502250743773,0.0,1.0,0.5591514726507714,0.21660932230662952,0.0,1.0,0.3299789621318373,0.26744565216816685,0.0,1.0
278,924,1850,14.230449099913185,76.50324675324676,9,5,4,1,707,0.7684782608695652,213,810,0.8804347826086957,0.9278642149929278,656,154,0.9278642149929278,0.7230046948356808,0.8804347826086957,162,780,4.814814814814815,0.009782608695652175,0.005434782608695652,0.004347826086956522,0.0010869565217391304,0.5367616254713029,0.26826431816261964,0.0,1.0,0.4303519061583578,0.32344809640521227,0.0,1.0,0.5594539868733417,0.2162225058009725,0.0,1.0,0.32813154587348137,0.2670075372609416,0.0,1.0
279,928,1855,14.110573522349098,75.71336206896552,11,7,6,1,762,0.8246753246753247,162,819,0.8863636363636364,0.9330708661417323,711,108,0.9330708661417323,0.6666666666666666,0.8863636363636364,166,790,4.759036144578313,0.011904761904761904,0.007575757575757576,0.006493506493506494,0.0010822510822510823,0.5367074527252502,0.26844549371250764,0.0,1.0,0.427662680756396,0.3233331170816689,0.0,1.0,0.5602753058954393,0.21573447688463201,0.0,1.0,0.32605672969966626,0.266968760082591,0.0,1.0
280,931,1853,14.21781640212069,75.94199785177229,5,2,2,0,706,0.7607758620689655,222,824,0.8879310344827587,0.9305949008498584,657,167,0.9305949008498584,0.7522522522522522,0.8879310344827587,167,789,4.724550898203593,0.005387931034482759,0.0021551724137931034,0.0021551724137931034,0.0,0.5366757908596376,0.26846461762678914,0.0,1.0,0.4277052077197602,0.3236678508262143,0.0,1.0,0.5607913793700843,0.21580232937675622,0.0,1.0,0.3256990402272964,0.26770166816824786,0.0,1.0
281,933,1854,14.164717186518164,75.38478027867096,8,6,6,0,741,0.7959183673469388,190,823,0.8839957035445757,0.9365721997300944,694,129,0.9365721997300944,0.6789473684210526,0.8839957035445757,168,792,4.714285714285714,0.008592910848549946,0.00644468313641246,0.00644468313641246,0.0,0.5367354700411437,0.268367931011307,0.0,1.0,0.4278947550392421,0.3241458584088634,0.0,1.0,0.5619403243093731,0.2157285540394848,0.0,1.0,0.32424022404314906,0.2673024373358847,0.0,1.0
282,937,1853,14.174446911067685,74.92102454642476,10,6,4,2,713,0.7642015005359056,220,825,0.8842443729903537,0.9298737727910238,663,162,0.9298737727910238,0.7363636363636363,0.8842443729903537,161,785,4.875776397515528,0.010718113612004287,0.006430868167202572,0.004287245444801715,0.0021436227224008574,0.5366819292870176,0.2684144853665976,0.0,1.0,0.4287533996626158,0.32357312804841637,0.0,1.0,0.5623644438324095,0.21592893210016578,0.0,1.0,0.3244052742107618,0.26666146999787116,0.0,1.0
283,943,1855,14.22833564673249,75.27147401908802,7,1,1,0,715,0.7630736392742796,222,845,0.9018143009605123,0.9342657342657342,668,177,0.9342657342657342,0.7972972972972973,0.9018143009605123,168,815,4.851190476190476,0.007470651013874066,0.0010672358591248667,0.0010672358591248667,0.0,0.5377484349878562,0.26893688118236125,0.0,1.0,0.4279068176376013,0.3239183466064902,0.0,1.0,0.5633701638559162,0.21564163234565104,0.0,1.0,0.3236752984640646,0.26673367333328163,0.0,1.0
284,942,1858,14.247866010885625,74.5307855626327,9,10,8,2,702,0.7444326617179216,241,837,0.887592788971368,0.9330484330484331,655,182,0.9330484330484331,0.7551867219917012,0.887592788971368,163,803,4.92638036809816,0.009544008483563097,0.010604453870625663,0.008483563096500531,0.0021208907741251328,0.5383535374289432,0.2698614029053945,0.0,1.0,0.42705979042531333,0.3241201159470746,0.0,1.0,0.5633175809876035,0.2158626308799238,0.0,1.0,0.3235394835970139,0.2669378198722429,0.0,1.0
285,952,1864,14.188014477157836,74.71953781512605,11,1,0,1,736,0.7813163481953291,206,817,0.8673036093418259,0.907608695652174,668,149,0.907608695652174,0.7233009708737864,0.8673036093418259,165,788,4.775757575757575,0.01167728237791932,0.0010615711252653928,0.0,0.0010615711252653928,0.5408647329899702,0.2703884862794421,0.0,1.0,0.4252846299810247,0.32370168260349585,0.0,1.0,0.5630590946055841,0.21557397322239538,0.0,1.0,0.322682298725942,0.26679252773509793,0.0,1.0
286,953,1863,14.287987251650518,74.8719832109129,7,6,3,3,707,0.7426470588235294,245,851,0.8939075630252101,0.9363507779349364,662,189,0.9363507779349364,0.7714285714285715,0.8939075630252101,174,824,4.735632183908046,0.007352941176470588,0.0063025210084033615,0.0031512605042016808,0.0031512605042016808,0.5408726263412653,0.27001629658111087,0.0,1.0,0.42626002775615207,0.3233081387852067,0.0,1.0,0.5625698134921978,0.21680145609955342,0.0,1.0,0.32281758792268894,0.2668120814055595,0.0,1.0
287,965,1864,14.22097333571022,74.739896373057,13,1,1,0,719,0.7544596012591815,234,833,0.8740818467995802,0.9054242002781642,651,182,0.9054242002781642,0.7777777777777778,0.8740818467995802,173,807,4.664739884393064,0.013641133263378805,0.001049317943336831,0.001049317943336831,0.0,0.5416012034096607,0.27012654936007885,0.0,1.0,0.42604044793581813,0.323752758087227,0.0,1.0,0.5622597359184356,0.21734220493582743,0.0,1.0,0.3226809292996824,0.26711723128065734,0.0,1.0
288,969,1865,14.21438727075664,74.38390092879257,10,6,5,1,729,0.755440414507772,236,847,0.877720207253886,0.9259259259259259,675,172,0.9259259259259259,0.7288135593220338,0.877720207253886,166,814,4.903614457831325,0.010362694300518135,0.0062176165803108805,0.0051813471502590676,0.0010362694300518134,0.542494756816139,0.2702336305738445,0.0,1.0,0.4268783914244815,0.32401440748224686,0.0,1.0,0.5622357601784347,0.21668728025209,0.0,1.0,0.3227470954425913,0.2676146895030415,0.0,1.0
289,966,1869,14.247188442379201,74.38509316770187,7,10,5,5,751,0.7750257997936016,218,840,0.8668730650154799,0.9121171770972037,685,155,0.9121171770972037,0.7110091743119266,0.8668730650154799,172,816,4.744186046511628,0.007223942208462332,0.010319917440660475,0.005159958720330237,0.005159958720330237,0.5410739330795431,0.27019220426519375,0.0,1.0,0.4250651172109798,0.3242771288961196,0.0,1.0,0.5599746209844386,0.2164841389611909,0.0,1.0,0.3237494156147733,0.2681559995209625,0.0,1.0
290,974,1867,14.249961912771289,74.37987679671458,13,5,1,4,715,0.7401656314699793,251,856,0.8861283643892339,0.9230769230769231,660,196,0.9230769230769231,0.7808764940239044,0.8861283643892339,165,819,4.963636363636364,0.013457556935817806,0.005175983436853002,0.0010351966873706005,0.004140786749482402,0.5410015234814863,0.27150835307078086,0.0,1.0,0.4268728886533748,0.3247362821092957,0.0,1.0,0.558720275551434,0.21725609344951646,0.0,1.0,0.32549513148307607,0.268887064189064,0.0,1.0
291,973,1863,14.302981001423168,74.35251798561151,7,8,5,3,742,0.7618069815195072,232,845,0.8675564681724846,0.9191374663072777,682,163,0.9191374663072777,0.7025862068965517,0.8675564681724846,172,813,4.726744186046512,0.007186858316221766,0.008213552361396304,0.00513347022587269,0.003080082135523614,0.5427842058150715,0.27115469002260084,0.0,1.0,0.42790836455259756,0.3250372080608244,0.0,1.0,0.5586977422670159,0.21748461913812311,0.0,1.0,0.32539866724132216,0.2694214981969682,0.0,1.0
292,981,1871,14.227926719679996,74.31498470948013,10,2,2,0,734,0.7543679342240494,239,849,0.8725590955806783,0.9046321525885559,664,185,0.9046321525885559,0.7740585774058577,0.8725590955806783,163,820,5.030674846625767,0.010277492291880781,0.0020554984583761563,0.0020554984583761563,0.0,0.5431258426227351,0.2707299106496363,0.0,1.0,0.4278714938673506,0.3251527129032969,0.0,1.0,0.5584163625004109,0.21792541941794044,0.0,1.0,0.3253099207523593,0.2699217272512051,0.0,1.0
293,991,1864,14.091188753869346,73.71745711402623,17,7,4,3,771,0.7859327217125383,210,860,0.8766564729867482,0.9247730220492867,713,147,0.9247730220492867,0.7,0.8766564729867482,161,814,5.055900621118012,0.017329255861365953,0.007135575942915392,0.004077471967380225,0.0030581039755351682,0.5409003613163633,0.27063361585974366,0.0,1.0,0.4256046352657791,0.32515944771450583,0.0,1.0,0.5579570977507242,0.21846491474206242,0.0,1.0,0.3242407473715048,0.26926394925614316,0.0,1.0
294,992,1854,14.206343707784939,73.82459677419355,7,6,3,3,749,0.7558022199798183,242,883,0.8910191725529768,0.9212283044058746,690,193,0.9212283044058746,0.7975206611570248,0.8910191725529768,172,845,4.912790697674419,0.007063572149344097,0.006054490413723511,0.0030272452068617556,0.0030272452068617556,0.5415257544224766,0.2709069569562784,0.0,1.0,0.42537070759625395,0.3243908932593811,0.0,1.0,0.5567117585848075,0.21866958398042974,0.0,1.0,0.3252146201873049,0.268851340790916,0.0,1.0
295,1003,1852,14.05890458673902,73.44765702891326,15,4,3,1,763,0.7691532258064516,229,899,0.90625,0.9436435124508519,720,179,0.9436435124508519,0.7816593886462883,0.90625,164,861,5.25,0.015120967741935484,0.004032258064516129,0.0030241935483870967,0.0010080645161290322,0.5435628598076738,0.2704463131916603,0.0,1.0,0.4246293377930724,0.3238984827373175,0.0,1.0,0.5572315312128131,0.21833769084803734,0.0,1.0,0.3246068246872286,0.2682845924535178,0.0,1.0
296,1003,1837,14.089842028387828,72.9790628115653,10,10,6,4,792,0.7896311066799602,211,892,0.8893320039880359,0.9191919191919192,728,164,0.9191919191919192,0.7772511848341233,0.8893320039880359,172,849,4.936046511627907,0.009970089730807577,0.009970089730807577,0.005982053838484547,0.003988035892323031,0.5414723571221819,0.2709279835925874,0.0,1.0,0.42565850834592994,0.32379999643833385,0.0,1.0,0.556620461197054,0.21779308430319036,0.0,1.0,0.32525005628276465,0.26772926740668074,0.0,1.0
297,1011,1823,14.132355642406518,73.3837784371909,9,1,0,1,769,0.7666999002991027,234,860,0.8574277168494516,0.9154746423927178,704,156,0.9154746423927178,0.6666666666666666,0.8574277168494516,165,811,4.915151515151515,0.00897308075772682,0.0009970089730807576,0.0,0.0009970089730807576,0.5424204715867394,0.27078963326019917,0.0,1.0,0.42583197728215433,0.3230624642116509,0.0,1.0,0.556363868415175,0.21797459706023492,0.0,1.0,0.32487795539389297,0.2670588722121195,0.0,1.0
298,1011,1818,14.23517455694294,73.59841740850644,6,6,3,3,733,0.7250247279920871,278,875,0.8654797230464887,0.8990450204638472,659,216,0.8990450204638472,0.7769784172661871,0.8654797230464887,170,840,4.9411764705882355,0.005934718100890208,0.005934718100890208,0.002967359050445104,0.002967359050445104,0.5431543345777097,0.2704644276124506,0.0,1.0,0.42481095051210876,0.32356201373055943,0.0,1.0,0.5551513991257458,0.218397660980833,0.0,1.0,0.3249736766535848,0.2674142956543601,0.0,1.0
299,1018,1813,14.147905585800471,73.43811394891945,11,4,3,1,817,0.80811078140455,194,898,0.8882294757665677,0.9351285189718482,764,134,0.9351285189718482,0.6907216494845361,0.8882294757665677,168,861,5.125,0.010880316518298714,0.003956478733926805,0.002967359050445104,0.0009891196834817012,0.5431586285569427,0.2706283511590495,0.0,1.0,0.4238228024589644,0.32359538497377316,0.0,1.0,0.5557703276506749,0.21833508608747218,0.0,1.0,0.32616135369795296,0.2678801741272659,0.0,1.0
300,1023,1812,14.069217681288084,73.34506353861192,10,5,3,2,806,0.7917485265225933,212,904,0.888015717092338,0.9280397022332506,748,156,0.9280397022332506,0.7358490566037735,0.888015717092338,162,865,5.339506172839506,0.009823182711198428,0.004911591355599214,0.0029469548133595285,0.0019646365422396855,0.5430895847128938,0.2710869595773648,0.0,1.0,0.4226973165578785,0.32277138846773495,0.0,1.0,0.5557657742881468,0.21844628467182717,0.0,1.0,0.3275312963138145,0.26733594702200164,0.0,1.0
301,1030,1812,14.040165222269241,73.55533980582524,11,4,1,3,751,0.7341153470185728,272,867,0.8475073313782991,0.9001331557922769,676,191,0.9001331557922769,0.7022058823529411,0.8475073313782991,167,834,4.994011976047904,0.010752688172043012,0.0039100684261974585,0.0009775171065493646,0.002932551319648094,0.5429376761666145,0.2702991726436198,0.0,1.0,0.42373943000313186,0.3223910668640224,0.0,1.0,0.5537112433448167,0.21860454055153047,0.0,1.0,0.3287817099906044,0.26703395175579675,0.0,1.0
302,1035,1811,14.037542446674522,73.99033816425121,10,5,0,5,786,0.7631067961165049,244,895,0.8689320388349514,0.910941475826972,716,179,0.910941475826972,0.7336065573770492,0.8689320388349514,167,861,5.155688622754491,0.009708737864077669,0.0048543689320388345,0.0,0.0048543689320388345,0.5420913199314322,0.26971999101293404,0.0,1.0,0.4236559139784946,0.32218395430983987,0.0,1.0,0.5529686769518466,0.21937253395779713,0.0,1.0,0.32831541218637994,0.2670014203013445,0.0,1.0
303,1041,1805,13.945105627813925,73.87031700288185,11,5,4,1,812,0.7845410628019324,223,899,0.8685990338164251,0.9039408866995073,734,165,0.9039408866995073,0.7399103139013453,0.8685990338164251,167,860,5.149700598802395,0.010628019323671498,0.004830917874396135,0.003864734299516908,0.000966183574879227,0.5421276068296613,0.2701916517196175,0.0,1.0,0.4249016144526045,0.32341965962296415,0.0,1.0,0.5534070837594125,0.2187729350831888,0.0,1.0,0.32899507297573677,0.2676772431922426,0.0,1.0
304,1047,1798,13.886243417689778,73.8538681948424,11,5,3,2,789,0.7579250720461095,252,910,0.8741594620557157,0.9150823827629911,722,188,0.9150823827629911,0.746031746031746,0.8741594620557157,176,879,4.994318181818182,0.010566762728146013,0.004803073967339097,0.002881844380403458,0.0019212295869356388,0.5430877776750778,0.2700518414538525,0.0,1.0,0.42514711772499,0.3224608376552672,0.0,1.0,0.5533166959361616,0.21876109949969502,0.0,1.0,0.3286502141294636,0.2668385753945103,0.0,1.0
305,1047,1799,13.891994279505624,74.3810888252149,4,4,2,2,829,0.7917860553963706,218,914,0.8729703915950334,0.9131483715319663,757,157,0.9131483715319663,0.7201834862385321,0.8729703915950334,166,881,5.307228915662651,0.0038204393505253103,0.0038204393505253103,0.0019102196752626551,0.0019102196752626551,0.5423483378007826,0.27036000907341673,0.0,1.0,0.4245925378192686,0.3231138295082042,0.0,1.0,0.5539945158209323,0.21882200086144463,0.0,1.0,0.32840373417136515,0.2669334419265475,0.0,1.0
306,1050,1803,13.865788693621434,74.99714285714286,9,6,0,6,817,0.7803247373447947,230,907,0.8662846227316141,0.8935128518971848,730,177,0.8935128518971848,0.7695652173913043,0.8662846227316141,167,878,5.25748502994012,0.008595988538681949,0.0057306590257879654,0.0,0.0057306590257879654,0.5421505376344086,0.27033015715754044,0.0,1.0,0.4248233486943164,0.3229948565869142,0.0,1.0,0.5528725038402458,0.21901957537924624,0.0,1.0,0.3288479262672811,0.2673305108214185,0.0,1.0
307,1047,1796,13.976104305143117,75.3476599808978,4,7,4,3,773,0.7361904761904762,277,898,0.8552380952380952,0.8913324708926261,689,209,0.8913324708926261,0.7545126353790613,0.8552380952380952,175,866,4.948571428571428,0.0038095238095238095,0.006666666666666667,0.0038095238095238095,0.002857142857142857,0.5417321379055366,0.27061377972157263,0.0,1.0,0.42400714791878485,0.32274269975189634,0.0,1.0,0.5533783159256863,0.2187460722134279,0.0,1.0,0.32877345410851283,0.26694001361374475,0.0,1.0
308,1057,1796,13.848196982492812,75.52223273415326,12,2,0,2,832,0.7946513849092646,215,918,0.8767908309455588,0.9110576923076923,758,160,0.9110576923076923,0.7441860465116279,0.8767908309455588,165,883,5.351515151515152,0.011461318051575931,0.0019102196752626551,0.0,0.0019102196752626551,0.5427411725211341,0.27053996461284996,0.0,1.0,0.42439039277321694,0.3218370333849073,0.0,1.0,0.5534226508377331,0.21887760955724414,0.0,1.0,0.32786034730063784,0.26625222908213175,0.0,1.0
309,1060,1797,13.80116447350757,75.70566037735848,7,4,3,1,805,0.7615894039735099,252,905,0.8561967833491012,0.8956521739130435,721,184,0.8956521739130435,0.7301587301587301,0.8561967833491012,167,873,5.227544910179641,0.006622516556291391,0.003784295175023652,0.002838221381267739,0.000946073793755913,0.5429093122337189,0.27033632552983333,0.0,1.0,0.4237979306147292,0.3218980766472483,0.0,1.0,0.5534996956786367,0.21904800598307697,0.0,1.0,0.32711503347535,0.26640887122460466,0.0,1.0
310,1062,1788,13.727061163801539,75.68738229755179,11,9,4,5,857,0.8084905660377358,203,920,0.8679245283018868,0.911318553092182,781,139,0.911318553092182,0.6847290640394089,0.8679245283018868,166,877,5.283132530120482,0.010377358490566037,0.008490566037735849,0.0037735849056603774,0.0047169811320754715,0.5429500030374825,0.27115952285114575,0.0,1.0,0.4243363100662171,0.3216660904171144,0.0,1.0,0.5537026912095255,0.22016916571790385,0.0,1.0,0.32786586477127755,0.2668113454430671,0.0,1.0
311,1062,1774,13.751343223554247,75.82674199623352,9,9,3,6,842,0.7928436911487758,220,943,0.8879472693032016,0.9275534441805225,781,162,0.9275534441805225,0.7363636363636363,0.8879472693032016,182,911,5.0054945054945055,0.00847457627118644,0.00847457627118644,0.002824858757062147,0.005649717514124294,0.5420995079278295,0.27097485197837695,0.0,1.0,0.42175444991191297,0.3212369855595998,0.0,1.0,0.5520017009902193,0.21994097255980985,0.0,1.0,0.3294453556892048,0.26668354223508345,0.0,1.0
312,1064,1767,13.77731859363734,76.25375939849624,7,5,2,3,802,0.7551789077212806,260,929,0.8747645951035782,0.9027431421446384,724,205,0.9027431421446384,0.7884615384615384,0.8747645951035782,171,893,5.222222222222222,0.006591337099811676,0.004708097928436911,0.0018832391713747645,0.002824858757062147,0.5409895707009459,0.2713468185510892,0.0,1.0,0.42178025709434874,0.3211829789148673,0.0,1.0,0.5524496725685181,0.21958603236950844,0.0,1.0,0.3290686393402862,0.26659984270765746,0.0,1.0
313,1063,1758,13.83643442157147,76.63499529633114,6,7,2,5,804,0.7556390977443609,260,938,0.881578947368421,0.9029850746268657,726,212,0.9029850746268657,0.8153846153846154,0.881578947368421,174,903,5.189655172413793,0.005639097744360902,0.006578947368421052,0.0018796992481203006,0.004699248120300752,0.5397991078202288,0.27116704634689315,0.0,1.0,0.42436197007859683,0.32182624821390254,0.0,1.0,0.5527873031286985,0.22013020088898097,0.0,1.0,0.3288926653112008,0.2662813867723846,0.0,1.0
314,1063,1745,13.87202206469678,76.87394167450611,5,5,4,1,809,0.7610536218250236,254,944,0.8880526810912511,0.9159456118665018,741,203,0.9159456118665018,0.7992125984251969,0.8880526810912511,181,912,5.038674033149171,0.004703668861712135,0.004703668861712135,0.0037629350893697085,0.0009407337723424271,0.5417109216156344,0.2709807263613387,0.0,1.0,0.4229660425454435,0.32203042059888426,0.0,1.0,0.5533031893909507,0.22016597450640238,0.0,1.0,0.32813400904318274,0.26630747876460453,0.0,1.0
315,1062,1744,13.865818416742204,77.09604519774011,4,5,4,1,831,0.7817497648165569,232,920,0.8654750705550329,0.9001203369434416,748,172,0.9001203369434416,0.7413793103448276,0.8654750705550329,170,889,5.229411764705882,0.0037629350893697085,0.004703668861712135,0.0037629350893697085,0.0009407337723424271,0.5431626268148958,0.2712486053224277,0.0,1.0,0.4232731911791507,0.3217219153058654,0.0,1.0,0.5537938156855599,0.22011130966136494,0.0,1.0,0.3278354899459328,0.26640216109087345,0.0,1.0
316,1071,1736,13.827742086346776,76.97385620915033,13,4,1,3,771,0.7259887005649718,291,910,0.8568738229755178,0.8819714656290532,680,230,0.8819714656290532,0.7903780068728522,0.8568738229755178,169,871,5.153846153846154,0.01224105461393597,0.003766478342749529,0.0009416195856873823,0.002824858757062147,0.5441402367398572,0.2706747728391997,0.0,1.0,0.4244751664106503,0.3211664671463161,0.0,1.0,0.5529953917050692,0.22038468735627484,0.0,1.0,0.3285443209541881,0.26618827444181886,0.0,1.0
317,1070,1730,13.883734956839854,77.50280373831775,5,6,2,4,815,0.7609710550887021,256,921,0.8599439775910365,0.8969325153374234,731,190,0.8969325153374234,0.7421875,0.8599439775910365,175,890,5.085714285714285,0.004668534080298786,0.0056022408963585435,0.0018674136321195146,0.003734827264239029,0.5432318359963823,0.27027862176623446,0.0,1.0,0.42396744045824536,0.31996698536912627,0.0,1.0,0.5523364485981308,0.22005015285122922,0.0,1.0,0.3291227012360567,0.2662023205813276,0.0,1.0
318,1068,1727,13.822971392603574,76.89887640449439,11,13,6,7,826,0.77196261682243,244,924,0.8635514018691589,0.8946731234866828,739,185,0.8946731234866828,0.7581967213114754,0.8635514018691589,168,889,5.291666666666667,0.010280373831775701,0.012149532710280374,0.005607476635514018,0.0065420560747663555,0.5443397366195482,0.2707035193855358,0.0,1.0,0.4267548628730216,0.32030549127926256,0.0,1.0,0.5527364987314244,0.2200251120354384,0.0,1.0,0.32949740244049774,0.2659333616049667,0.0,1.0
319,1067,1722,13.821460161184312,77.22680412371135,4,5,4,1,850,0.795880149812734,218,935,0.8754681647940075,0.9070588235294118,771,164,0.9070588235294118,0.7522935779816514,0.8754681647940075,178,908,5.101123595505618,0.003745318352059925,0.0046816479400749065,0.003745318352059925,0.0009363295880149813,0.544849895697917,0.2710552770713411,0.0,1.0,0.4265804033013877,0.32049308773776014,0.0,1.0,0.55319406233939,0.22000570878319284,0.0,1.0,0.3298666747286634,0.266999547498685,0.0,1.0
320,1071,1720,13.767947519740522,76.97012138188609,12,8,4,4,795,0.7450796626054358,272,908,0.8509840674789129,0.8880503144654088,706,202,0.8880503144654088,0.7426470588235294,0.8509840674789129,171,877,5.128654970760234,0.011246485473289597,0.007497656982193065,0.0037488284910965324,0.0037488284910965324,0.5453149001536098,0.270236221639539,0.0,1.0,0.42748712388181076,0.3217149505126009,0.0,1.0,0.5551640010843047,0.2195688735952438,0.0,1.0,0.3299599409656336,0.2668108996615776,0.0,1.0
